PLAYER,TEAM,INJURED ON,RETURNED,DAYS MISSED,INJURY TYPE
Pat Connaughton,Bucks,10 December 2018,12 December 2018,2,left knee injury
Ante Zizic,Cavaliers,05 December 2018,07 December 2018,2,left knee injury
Dwight Powell,Mavericks,19 November 2018,28 November 2018,9,left knee injury
Moe Harkless,Blazers,29 October 2018,21 November 2018,23,left knee injury
Bogdan Bogdanovic,Kings,17 October 2018,07 November 2018,21,left knee injury
Danilo Gallinari,Nuggets,16 March 2017,24 March 2017,8,left knee injury
Reggie Jackson,Pistons,26 October 2016,02 December 2016,37,left knee injury
Mike Scott,Hawks,27 October 2016,30 November 2016,34,left knee injury
Kevin Love,Cavaliers,10 March 2016,13 March 2016,3,left knee injury
Marcus Smart,Celtics,22 November 2015,27 December 2015,35,left knee injury
Joakim Noah,Bulls,11 March 2015,13 March 2015,2,left knee injury
Patrick Patterson,Raptors,23 February 2015,24 February 2015,1,left knee injury
Kemba Walker,Hornets,19 January 2015,21 January 2015,2,left knee injury
Nicolas Batum,Blazers,19 December 2014,20 December 2014,1,left knee injury
Ersan Ilyasova,Bucks,09 March 2013,10 March 2013,1,left knee injury
Kawhi Leonard,Spurs,23 January 2013,25 January 2013,2,left knee injury
Nicolas Batum,Blazers,01 February 2012,04 February 2012,3,left knee injury
Raul Neto,Cavaliers,28 March 2023,31 March 2023,3,strained left hamstring
Robert Williams,Celtics,04 March 2023,21 March 2023,17,strained left hamstring
Austin Reaves,Lakers,09 January 2023,07 February 2023,29,strained left hamstring
Gordon Hayward,Hornets,24 January 2023,26 January 2023,2,strained left hamstring
Kyle Lowry,Heat,10 May 2022,21 May 2022,11,strained left hamstring
Kyle Lowry,Heat,24 April 2022,06 May 2022,12,strained left hamstring
Malachi Flynn,Raptors,06 March 2022,03 April 2022,28,strained left hamstring
Rodney McGruder,Pistons,10 March 2022,15 March 2022,5,strained left hamstring
Obi Toppin,Knicks,04 March 2022,13 March 2022,9,strained left hamstring
CJ Elleby,Blazers,28 January 2022,02 February 2022,5,strained left hamstring
Derrick Jones Jr.,Bulls,20 December 2021,29 December 2021,9,strained left hamstring
Rajon Rondo,Lakers,10 November 2021,12 November 2021,2,strained left hamstring
Isaac Okoro,Cavaliers,27 October 2021,10 November 2021,14,strained left hamstring
Wayne Ellington,Lakers,18 October 2021,04 November 2021,17,strained left hamstring
Kelan Martin,Pacers,19 October 2021,01 November 2021,13,strained left hamstring
Bobby Portis,Bucks,18 October 2021,27 October 2021,9,strained left hamstring
Bradley Beal,Wizards,09 May 2021,16 May 2021,7,strained left hamstring
Kevin Durant,Nets,14 February 2021,07 April 2021,52,strained left hamstring
Robert Woodard II,Kings,01 March 2021,17 March 2021,16,strained left hamstring
Devin Booker,Suns,23 January 2021,01 February 2021,9,strained left hamstring
Josh Okogie,Timberwolves,29 December 2020,10 January 2021,12,strained left hamstring
Anfernee Simons,Blazers,23 December 2020,25 December 2020,2,strained left hamstring
JJ Redick,Pelicans,06 March 2020,30 July 2020,146,strained left hamstring
Paul George,Clippers,22 February 2020,24 February 2020,2,strained left hamstring
George Hill,Bucks,31 January 2020,20 February 2020,20,strained left hamstring
Josh Richardson,76ers,25 January 2020,07 February 2020,13,strained left hamstring
Paul George,Clippers,10 January 2020,30 January 2020,20,strained left hamstring
JJ Redick,Pelicans,11 January 2020,18 January 2020,7,strained left hamstring
Marc Gasol,Raptors,20 December 2019,15 January 2020,26,strained left hamstring
Tim Hardaway Jr.,Mavericks,31 December 2019,06 January 2020,6,strained left hamstring
Rajon Rondo,Lakers,08 December 2019,13 December 2019,5,strained left hamstring
Chandler Hutchison,Bulls,23 October 2019,03 November 2019,11,strained left hamstring
Dwight Powell,Mavericks,23 October 2019,29 October 2019,6,strained left hamstring
Klay Thompson,Warriors,05 June 2019,07 June 2019,2,strained left hamstring
Trey Lyles,Nuggets,22 February 2019,14 March 2019,20,strained left hamstring
Chris Paul,Rockets,22 December 2018,27 January 2019,36,strained left hamstring
Allonzo Trier,Knicks,12 December 2018,25 December 2018,13,strained left hamstring
Devin Booker,Suns,04 December 2018,15 December 2018,11,strained left hamstring
Wesley Matthews,Mavericks,17 November 2018,24 November 2018,7,strained left hamstring
Treveon Graham,Nets,20 October 2018,23 November 2018,34,strained left hamstring
Wesley Matthews,Mavericks,12 November 2018,14 November 2018,2,strained left hamstring
James Harden,Rockets,26 October 2018,03 November 2018,8,strained left hamstring
Wilson Chandler,76ers,16 October 2018,03 November 2018,18,strained left hamstring
Devin Booker,Suns,27 October 2018,02 November 2018,6,strained left hamstring
James Harden,Rockets,03 January 2018,18 January 2018,15,strained left hamstring
D.J. Augustin,Magic,08 November 2017,18 November 2017,10,strained left hamstring
Austin Rivers,Clippers,15 April 2017,25 April 2017,10,strained left hamstring
Chris Paul,Clippers,23 December 2016,28 December 2016,5,strained left hamstring
Jeremy Lamb,Hornets,18 November 2016,23 November 2016,5,strained left hamstring
Jeremy Lamb,Hornets,02 November 2016,18 November 2016,16,strained left hamstring
Lou Williams,Lakers,02 March 2016,13 March 2016,11,strained left hamstring
Kevin Durant,Thunder,13 November 2015,23 November 2015,10,strained left hamstring
Troy Daniels,Hornets,28 October 2015,01 November 2015,4,strained left hamstring
Derrick Rose,Bulls,15 November 2014,24 November 2014,9,strained left hamstring
Michael Beasley,Heat,10 December 2013,23 December 2013,13,strained left hamstring
Andre Iguodala,Warriors,23 November 2013,17 December 2013,24,strained left hamstring
Michael Beasley,Heat,07 December 2013,08 December 2013,1,strained left hamstring
Wilson Chandler,Nuggets,30 October 2013,13 November 2013,14,strained left hamstring
Thaddeus Young,76ers,06 February 2013,24 February 2013,18,strained left hamstring
Chris Paul,Clippers,22 January 2012,25 January 2012,3,strained left hamstring
Jimmy Butler,Heat,28 March 2023,29 March 2023,1,sore neck
Keldon Johnson,Spurs,21 March 2023,24 March 2023,3,sore neck
Jrue Holiday,Bucks,07 March 2023,09 March 2023,2,sore neck
Austin Rivers,Timberwolves,04 March 2023,07 March 2023,3,sore neck
James Bouknight,Hornets,28 February 2022,15 March 2022,15,sore neck
George Hill,Bucks,30 January 2022,13 March 2022,42,sore neck
James Harden,Nets,24 March 2021,26 March 2021,2,sore neck
Reggie Bullock,Knicks,24 January 2021,31 January 2021,7,sore neck
Malcolm Brogdon,Pacers,12 August 2020,14 August 2020,2,sore neck
Khris Middleton,Bucks,28 February 2020,02 March 2020,3,sore neck
Reggie Bullock,Knicks,16 January 2020,18 January 2020,2,sore neck
Markieff Morris,Thunder,13 March 2019,14 March 2019,1,sore neck
Kevin Huerter,Hawks,23 January 2019,26 January 2019,3,sore neck
Giannis Antetokounmpo,Bucks,10 December 2018,12 December 2018,2,sore neck
Blake Griffin,Celtics,05 May 2023,07 May 2023,2,sore lower back
Cameron Payne,Suns,16 April 2023,25 April 2023,9,sore lower back
Malcolm Brogdon,Celtics,07 April 2023,15 April 2023,8,sore lower back
Jaylen Brown,Celtics,04 April 2023,05 April 2023,1,sore lower back
Malcolm Brogdon,Celtics,24 March 2023,25 March 2023,1,sore lower back
Ryan Arcidiacono,Blazers,25 February 2023,12 March 2023,15,sore lower back
Monte Morris,Wizards,26 February 2023,08 March 2023,10,sore lower back
Lauri Markkanen,Jazz,04 March 2023,06 March 2023,2,sore lower back
Malaki Branham,Spurs,04 March 2023,05 March 2023,1,sore lower back
Deni Avdija,Wizards,22 December 2022,27 December 2022,5,sore lower back
Kevin Porter Jr.,Rockets,18 November 2022,20 November 2022,2,sore lower back
Ish Wainright,Suns,25 October 2022,14 November 2022,20,sore lower back
Al Horford,Celtics,07 April 2022,09 April 2022,2,sore lower back
Devin Booker,Suns,06 April 2022,07 April 2022,1,sore lower back
Mitchell Robinson,Knicks,23 March 2022,25 March 2022,2,sore lower back
Keita Bates-Diop,Spurs,13 March 2022,23 March 2022,10,sore lower back
Jakob Poeltl,Spurs,12 March 2022,13 March 2022,1,sore lower back
Keita Bates-Diop,Spurs,07 March 2022,12 March 2022,5,sore lower back
Isaiah Roby,Thunder,06 March 2022,08 March 2022,2,sore lower back
Darius Garland,Cavaliers,23 February 2022,02 March 2022,7,sore lower back
Jakob Poeltl,Spurs,26 February 2022,27 February 2022,1,sore lower back
Keldon Johnson,Spurs,26 February 2022,27 February 2022,1,sore lower back
Darius Garland,Cavaliers,11 February 2022,12 February 2022,1,sore lower back
Mitchell Robinson,Knicks,08 February 2022,10 February 2022,2,sore lower back
Darius Garland,Cavaliers,31 January 2022,09 February 2022,9,sore lower back
Jakob Poeltl,Spurs,29 January 2022,31 January 2022,2,sore lower back
Nicolas Batum,Clippers,30 January 2022,31 January 2022,1,sore lower back
Derrick Favors,Thunder,23 January 2022,30 January 2022,7,sore lower back
Derrick Favors,Thunder,19 January 2022,21 January 2022,2,sore lower back
Brodric Thomas,Celtics,02 January 2022,10 January 2022,8,sore lower back
Derrick Favors,Thunder,05 January 2022,09 January 2022,4,sore lower back
Nerlens Noel,Knicks,08 December 2021,10 December 2021,2,sore lower back
Cedi Osman,Cavaliers,29 November 2021,05 December 2021,6,sore lower back
Chris Boucher,Raptors,15 November 2021,18 November 2021,3,sore lower back
Al Horford,Celtics,13 November 2021,15 November 2021,2,sore lower back
Caris LeVert,Pacers,10 November 2021,13 November 2021,3,sore lower back
Caris LeVert,Pacers,19 October 2021,30 October 2021,11,sore lower back
Danilo Gallinari,Hawks,16 May 2021,23 May 2021,7,sore lower back
Dejounte Murray,Spurs,15 May 2021,16 May 2021,1,sore lower back
Robert Woodard II,Kings,18 April 2021,14 May 2021,26,sore lower back
Chimezie Metu,Kings,02 May 2021,07 May 2021,5,sore lower back
Rudy Gay,Spurs,24 April 2021,26 April 2021,2,sore lower back
Jakarr Sampson,Pacers,16 April 2021,17 April 2021,1,sore lower back
Malcolm Brogdon,Pacers,22 March 2021,24 March 2021,2,sore lower back
Rajon Rondo,Hawks,09 February 2021,23 February 2021,14,sore lower back
Gordon Hayward,Hornets,14 February 2021,20 February 2021,6,sore lower back
Andre Drummond,Cavaliers,01 February 2021,03 February 2021,2,sore lower back
Derrick Favors,Jazz,27 January 2021,31 January 2021,4,sore lower back
Melvin Frazier Jr.,Magic,22 August 2020,28 August 2020,6,sore lower back
Rudy Gobert,Jazz,12 August 2020,17 August 2020,5,sore lower back
Kyle Lowry,Raptors,10 August 2020,12 August 2020,2,sore lower back
Cam Reddish,Hawks,02 March 2020,06 March 2020,4,sore lower back
Kenrich Williams,Pelicans,11 January 2020,06 March 2020,55,sore lower back
Victor Oladipo,Pacers,23 February 2020,27 February 2020,4,sore lower back
John Henson,Cavaliers,18 January 2020,23 January 2020,5,sore lower back
Alex Len,Hawks,14 January 2020,22 January 2020,8,sore lower back
Derrick Favors,Pelicans,20 January 2020,22 January 2020,2,sore lower back
Jahlil Okafor,Pelicans,16 January 2020,22 January 2020,6,sore lower back
Moe Harkless,Clippers,18 January 2020,21 January 2020,3,sore lower back
Joe Harris,Nets,18 January 2020,19 January 2020,1,sore lower back
Jimmy Butler,Heat,05 January 2020,08 January 2020,3,sore lower back
Mario Hezonja,Blazers,26 December 2019,03 January 2020,8,sore lower back
Malcolm Brogdon,Pacers,16 November 2019,25 November 2019,9,sore lower back
Dennis Smith Jr.,Knicks,01 April 2019,07 April 2019,6,sore lower back
Kyrie Irving,Celtics,30 March 2019,01 April 2019,2,sore lower back
Dennis Smith Jr.,Knicks,15 March 2019,28 March 2019,13,sore lower back
Sam Dekker,Wizards,13 March 2019,15 March 2019,2,sore lower back
Ante Zizic,Cavaliers,11 February 2019,13 February 2019,2,sore lower back
Kyle Lowry,Raptors,03 February 2019,05 February 2019,2,sore lower back
Treveon Graham,Nets,28 January 2019,29 January 2019,1,sore lower back
Aaron Gordon,Magic,21 January 2019,23 January 2019,2,sore lower back
Kyle Lowry,Raptors,26 December 2018,03 January 2019,8,sore lower back
Fred VanVleet,Raptors,16 December 2018,19 December 2018,3,sore lower back
Dwight Howard,Wizards,18 October 2018,02 November 2018,15,sore lower back
Cristiano Felicio,Bulls,29 March 2018,30 March 2018,1,sore lower back
Jeff Green,Cavaliers,03 March 2018,07 March 2018,4,sore lower back
Jeff Green,Cavaliers,27 February 2018,01 March 2018,2,sore lower back
Eric Gordon,Rockets,07 February 2018,09 February 2018,2,sore lower back
Eric Gordon,Rockets,01 February 2018,06 February 2018,5,sore lower back
T.J. Warren,Suns,14 January 2018,19 January 2018,5,sore lower back
Wilson Chandler,Nuggets,28 November 2017,04 December 2017,6,sore lower back
Wilson Chandler,Nuggets,20 November 2017,22 November 2017,2,sore lower back
Carmelo Anthony,Thunder,12 November 2017,15 November 2017,3,sore lower back
Kristaps Porzingis,Knicks,04 April 2017,06 April 2017,2,sore lower back
Carmelo Anthony,Knicks,31 March 2017,04 April 2017,4,sore lower back
DeMarre Carroll,Raptors,25 March 2017,29 March 2017,4,sore lower back
Emmanuel Mudiay,Nuggets,10 February 2017,23 February 2017,13,sore lower back
Eric Gordon,Rockets,09 February 2017,15 February 2017,6,sore lower back
Emmanuel Mudiay,Nuggets,22 January 2017,01 February 2017,10,sore lower back
Kevin Love,Cavaliers,19 January 2017,21 January 2017,2,sore lower back
Derrick Rose,Knicks,15 December 2016,20 December 2016,5,sore lower back
Mike Conley,Grizzlies,06 December 2016,16 December 2016,10,sore lower back
Jeff Green,Magic,27 November 2016,29 November 2016,2,sore lower back
Michael Kidd-Gilchrist,Hornets,11 November 2016,13 November 2016,2,sore lower back
Ian Mahinmi,Pacers,17 March 2016,19 March 2016,2,sore lower back
John Henson,Bucks,28 January 2016,15 March 2016,47,sore lower back
Rodney Hood,Jazz,09 March 2016,11 March 2016,2,sore lower back
Ian Mahinmi,Pacers,30 January 2016,06 February 2016,7,sore lower back
Ian Mahinmi,Pacers,03 November 2015,06 November 2015,3,sore lower back
Derrick Favors,Jazz,07 December 2013,11 December 2013,4,sore lower back
OG Anunoby,Raptors,08 April 2023,12 April 2023,4,sore right ankle
Malcolm Brogdon,Celtics,03 March 2023,06 March 2023,3,sore right ankle
Shai Gilgeous-Alexander,Thunder,24 February 2023,28 February 2023,4,sore right ankle
Trae Young,Hawks,30 January 2023,01 February 2023,2,sore right ankle
Dillon Brooks,Grizzlies,14 January 2023,16 January 2023,2,sore right ankle
Rui Hachimura,Wizards,20 November 2022,22 December 2022,32,sore right ankle
Monte Morris,Wizards,20 November 2022,27 November 2022,7,sore right ankle
Steven Adams,Grizzlies,07 November 2022,09 November 2022,2,sore right ankle
Jae Crowder,Suns,10 April 2022,17 April 2022,7,sore right ankle
Maxi Kleber,Mavericks,02 April 2022,13 April 2022,11,sore right ankle
Jonas Valanciunas,Pelicans,10 April 2022,12 April 2022,2,sore right ankle
Deandre Ayton,Suns,06 April 2022,07 April 2022,1,sore right ankle
Jae Crowder,Suns,06 April 2022,07 April 2022,1,sore right ankle
Jonas Valanciunas,Pelicans,04 April 2022,07 April 2022,3,sore right ankle
Patrick Beverley,Timberwolves,03 April 2022,07 April 2022,4,sore right ankle
Jae Crowder,Suns,03 April 2022,04 April 2022,1,sore right ankle
Luka Doncic,Mavericks,22 March 2022,24 March 2022,2,sore right ankle
Shai Gilgeous-Alexander,Thunder,20 March 2022,21 March 2022,1,sore right ankle
Lauri Markkanen,Cavaliers,12 March 2022,14 March 2022,2,sore right ankle
Patrick Beverley,Timberwolves,09 March 2022,10 March 2022,1,sore right ankle
Maxi Kleber,Mavericks,03 March 2022,07 March 2022,4,sore right ankle
Patrick Beverley,Timberwolves,05 March 2022,07 March 2022,2,sore right ankle
Aaron Holiday,Suns,25 February 2022,27 February 2022,2,sore right ankle
Oshae Brissett,Pacers,31 January 2022,04 February 2022,4,sore right ankle
Yves Pons,Grizzlies,04 January 2022,18 January 2022,14,sore right ankle
Moe Harkless,Kings,09 January 2022,10 January 2022,1,sore right ankle
Evan Fournier,Knicks,29 December 2021,31 December 2021,2,sore right ankle
Shai Gilgeous-Alexander,Thunder,29 December 2021,31 December 2021,2,sore right ankle
D'Angelo Russell,Timberwolves,06 December 2021,12 December 2021,6,sore right ankle
Mike Muscala,Thunder,01 December 2021,02 December 2021,1,sore right ankle
Derrick Rose,Knicks,23 November 2021,30 November 2021,7,sore right ankle
Bogdan Bogdanovic,Hawks,09 November 2021,12 November 2021,3,sore right ankle
LeBron James,Lakers,26 October 2021,29 October 2021,3,sore right ankle
Lou Williams,Hawks,27 October 2021,28 October 2021,1,sore right ankle
LeBron James,Lakers,03 May 2021,15 May 2021,12,sore right ankle
Cedi Osman,Cavaliers,09 May 2021,14 May 2021,5,sore right ankle
DaQuan Jeffries,Rockets,12 May 2021,13 May 2021,1,sore right ankle
Kelly Olynyk,Rockets,08 May 2021,10 May 2021,2,sore right ankle
Yuta Watanabe,Raptors,06 May 2021,08 May 2021,2,sore right ankle
Tim Hardaway Jr.,Mavericks,02 May 2021,03 May 2021,1,sore right ankle
Christian Wood,Rockets,24 April 2021,26 April 2021,2,sore right ankle
Wendell Carter Jr.,Magic,22 April 2021,25 April 2021,3,sore right ankle
Gary Trent Jr.,Raptors,14 April 2021,18 April 2021,4,sore right ankle
Nerlens Noel,Knicks,14 April 2021,16 April 2021,2,sore right ankle
Steven Adams,Pelicans,02 April 2021,03 April 2021,1,sore right ankle
Christian Wood,Rockets,27 March 2021,29 March 2021,2,sore right ankle
Draymond Green,Warriors,17 February 2021,19 February 2021,2,sore right ankle
